idx|study|wake|name_key|n_target|n_distances|outdir|walltime_hr|distances|python_args
11|ablation_a_sweep|bast|a1.0_f1.0|50|2|analysis/ablation_a_sweep_funwake_packed/a1.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 1.0 --ed-f 1.0 --wind-dir 270
12|ablation_a_sweep|bast|a1.5_f1.0|50|2|analysis/ablation_a_sweep_funwake_packed/a1.5_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 1.5 --ed-f 1.0 --wind-dir 270
13|ablation_a_sweep|bast|a2.0_f1.0|50|2|analysis/ablation_a_sweep_funwake_packed/a2.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 2.0 --ed-f 1.0 --wind-dir 270
14|ablation_a_sweep|bast|a3.0_f1.0|50|2|analysis/ablation_a_sweep_funwake_packed/a3.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 3.0 --ed-f 1.0 --wind-dir 270
15|ablation_a_sweep|bast|a5.0_f1.0|50|2|analysis/ablation_a_sweep_funwake_packed/a5.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 5.0 --ed-f 1.0 --wind-dir 270
16|ablation_a_sweep|tp|a0.01_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.01_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.01 --ed-f 1.0 --wind-dir 270
17|ablation_a_sweep|tp|a0.03_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.03_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.03 --ed-f 1.0 --wind-dir 270
18|ablation_a_sweep|tp|a0.05_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.05_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.05 --ed-f 1.0 --wind-dir 270
19|ablation_a_sweep|tp|a0.1_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.1_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.1 --ed-f 1.0 --wind-dir 270
20|ablation_a_sweep|tp|a0.25_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.25_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.25 --ed-f 1.0 --wind-dir 270
21|ablation_a_sweep|tp|a0.2_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.2_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.2 --ed-f 1.0 --wind-dir 270
22|ablation_a_sweep|tp|a0.4_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.4_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.4 --ed-f 1.0 --wind-dir 270
23|ablation_a_sweep|tp|a0.5_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.5_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.5 --ed-f 1.0 --wind-dir 270
24|ablation_a_sweep|tp|a0.7_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.7_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.7 --ed-f 1.0 --wind-dir 270
25|ablation_a_sweep|tp|a0.95_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.95_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.95 --ed-f 1.0 --wind-dir 270
26|ablation_a_sweep|tp|a0.98_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.98_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.98 --ed-f 1.0 --wind-dir 270
27|ablation_a_sweep|tp|a0.99_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.99_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.99 --ed-f 1.0 --wind-dir 270
28|ablation_a_sweep|tp|a0.9_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a0.9_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
29|ablation_a_sweep|tp|a1.0_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a1.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 1.0 --ed-f 1.0 --wind-dir 270
30|ablation_a_sweep|tp|a2.0_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a2.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 2.0 --ed-f 1.0 --wind-dir 270
31|ablation_a_sweep|tp|a3.0_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a3.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 3.0 --ed-f 1.0 --wind-dir 270
32|ablation_a_sweep|tp|a5.0_f1.0|50|2|analysis/ablation_a_sweep_tp_funwake_packed/a5.0_f1.0|26|2,10|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10 --wind-rose elliptical --ed-a 5.0 --ed-f 1.0 --wind-dir 270
33|cross_section_fixed|bast|a0.5_f0.0|50|6|analysis/cross_section_fixed_funwake_packed/a0.5_f0.0|67|2,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,15,20,30,40 --wind-rose elliptical --ed-a 0.5 --ed-f 0.0 --wind-dir 270
34|cross_section_fixed|bast|a0.5_f1.0|50|6|analysis/cross_section_fixed_funwake_packed/a0.5_f1.0|67|2,5,10,15,20,30|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30 --wind-rose elliptical --ed-a 0.5 --ed-f 1.0 --wind-dir 270
35|cross_section_fixed|bast|a0.7_f0.5|50|5|analysis/cross_section_fixed_funwake_packed/a0.7_f0.5|57|5,10,15,20,30|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 5,10,15,20,30 --wind-rose elliptical --ed-a 0.7 --ed-f 0.5 --wind-dir 270
36|cross_section_fixed|bast|a0.9_f0.0|50|6|analysis/cross_section_fixed_funwake_packed/a0.9_f0.0|67|2,5,10,15,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,30,40 --wind-rose elliptical --ed-a 0.9 --ed-f 0.0 --wind-dir 270
37|cross_section_fixed|bast|a0.9_f1.0|50|4|analysis/cross_section_fixed_funwake_packed/a0.9_f1.0|46|5,15,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 5,15,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
38|cross_section_fixed|bast|dei|50|3|analysis/cross_section_fixed_funwake_packed/dei|36|20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 20,30,40 --wind-rose dei
39|cross_section_fixed|bast|unidir90|50|7|analysis/cross_section_fixed_funwake_packed/unidir90|72|2,5,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30,40 --wind-rose unidirectional --wind-dir 90
40|cross_section_fixed|tp|a0.5_f0.0|50|5|analysis/cross_section_fixed_tp_funwake_packed/a0.5_f0.0|57|5,10,15,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 5,10,15,20,40 --wind-rose elliptical --ed-a 0.5 --ed-f 0.0 --wind-dir 270
41|cross_section_fixed|tp|a0.5_f1.0|50|6|analysis/cross_section_fixed_tp_funwake_packed/a0.5_f1.0|67|2,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,15,20,30,40 --wind-rose elliptical --ed-a 0.5 --ed-f 1.0 --wind-dir 270
42|cross_section_fixed|tp|a0.7_f0.5|50|7|analysis/cross_section_fixed_tp_funwake_packed/a0.7_f0.5|72|2,5,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30,40 --wind-rose elliptical --ed-a 0.7 --ed-f 0.5 --wind-dir 270
43|cross_section_fixed|tp|a0.9_f0.0|50|7|analysis/cross_section_fixed_tp_funwake_packed/a0.9_f0.0|72|2,5,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30,40 --wind-rose elliptical --ed-a 0.9 --ed-f 0.0 --wind-dir 270
44|cross_section_fixed|tp|a0.9_f1.0|50|6|analysis/cross_section_fixed_tp_funwake_packed/a0.9_f1.0|67|2,5,10,15,20,30|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
45|cross_section_fixed|tp|dei|50|5|analysis/cross_section_fixed_tp_funwake_packed/dei|57|10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10,15,20,30,40 --wind-rose dei
46|cross_section_fixed|tp|unidir90|50|7|analysis/cross_section_fixed_tp_funwake_packed/unidir90|72|2,5,10,15,20,30,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,5,10,15,20,30,40 --wind-rose unidirectional --wind-dir 90
47|mixture_explore|bast|broad_two_modes|50|2|analysis/mixture_explore_funwake_packed/broad_two_modes|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.5 --ed-f 0.5 --wind-dir 270 --ed-a2 0.5 --ed-f2 0.5 --wind-dir2 90 --mixture-weight 0.5
48|mixture_explore|bast|narrow_two_modes|50|2|analysis/mixture_explore_funwake_packed/narrow_two_modes|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 1.5 --ed-f 1.0 --wind-dir 270 --ed-a2 1.5 --ed-f2 1.0 --wind-dir2 90 --mixture-weight 0.5
49|mixture_explore|bast|north_sea_like|50|2|analysis/mixture_explore_funwake_packed/north_sea_like|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.7 --ed-f 0.4 --wind-dir 240 --ed-a2 0.7 --ed-f2 0.4 --wind-dir2 60 --mixture-weight 0.7
50|mixture_explore|bast|ortho_270_180|50|2|analysis/mixture_explore_funwake_packed/ortho_270_180|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --ed-a2 0.9 --ed-f2 1.0 --wind-dir2 180 --mixture-weight 0.5
51|mixture_explore|bast|tri_270_180_90|50|2|analysis/mixture_explore_funwake_packed/tri_270_180_90|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --ed-a2 0.7 --ed-f2 0.5 --wind-dir2 180 --mixture-weight 0.6
52|mixture_explore|tp|asym_three_quart|50|2|analysis/mixture_explore_tp_funwake_packed/asym_three_quart|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --ed-a2 0.7 --ed-f2 0.5 --wind-dir2 90 --mixture-weight 0.75
53|mixture_explore|tp|bidir_270_90|50|2|analysis/mixture_explore_tp_funwake_packed/bidir_270_90|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --ed-a2 0.9 --ed-f2 1.0 --wind-dir2 90 --mixture-weight 0.5
54|mixture_explore|tp|broad_two_modes|50|2|analysis/mixture_explore_tp_funwake_packed/broad_two_modes|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.5 --ed-f 0.5 --wind-dir 270 --ed-a2 0.5 --ed-f2 0.5 --wind-dir2 90 --mixture-weight 0.5
55|mixture_explore|tp|tri_270_180_90|50|2|analysis/mixture_explore_tp_funwake_packed/tri_270_180_90|26|2,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit turbopark --ti 0.06 --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,20 --wind-rose mixture --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --ed-a2 0.7 --ed-f2 0.5 --wind-dir2 180 --mixture-weight 0.6
56|n_target_sweep|bast|a0.9_f1.0_N100|100|4|analysis/n_target_sweep_funwake_packed/a0.9_f1.0_N100|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 100
57|n_target_sweep|bast|a0.9_f1.0_N25|25|3|analysis/n_target_sweep_funwake_packed/a0.9_f1.0_N25|36|10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 25
58|n_target_sweep|bast|a0.9_f1.0_N50|50|3|analysis/n_target_sweep_funwake_packed/a0.9_f1.0_N50|36|2,10,20|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270
59|n_target_sweep|bast|a0.9_f1.0_N75|75|4|analysis/n_target_sweep_funwake_packed/a0.9_f1.0_N75|46|2,10,20,40|scripts/run_regret_cross_section.py --n-bearings 24 --n-inner-starts 2000 --inner-max-iter 5000 --k-liberal 2000 --deficit bastankhah --schedule funwake_iter192 --chunk-size 25 --wind-speed 9.0 --n-bins 24 --distances-D 2,10,20,40 --wind-rose elliptical --ed-a 0.9 --ed-f 1.0 --wind-dir 270 --n-target 75
